epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3136.24,0.50308,0.22988,0.00414,0.9641,0.9681,0.98953,0.8676,0.53881,0.2181,0.00608,4.908e-05,4.908e-05,4.908e-05
180,3152.86,0.49813,0.2368,0.004,0.96575,0.97708,0.9891,0.8639,0.54166,0.21703,0.00608,4.58597e-05,4.58597e-05,4.58597e-05
181,3169.37,0.48565,0.21718,0.00384,0.96297,0.97713,0.98992,0.8663,0.54053,0.20942,0.00607,4.27838e-05,4.27838e-05,4.27838e-05
182,3183.97,0.48732,0.21675,0.00387,0.96134,0.97523,0.99022,0.86725,0.53666,0.21082,0.00603,3.98531e-05,3.98531e-05,3.98531e-05
183,3199.08,0.4978,0.2277,0.00391,0.9654,0.98153,0.99065,0.86863,0.53811,0.20773,0.00605,3.70683e-05,3.70683e-05,3.70683e-05
184,3213.94,0.49298,0.22353,0.00397,0.9706,0.96107,0.99136,0.87004,0.53701,0.20676,0.00605,3.44301e-05,3.44301e-05,3.44301e-05
185,3228.59,0.49094,0.21315,0.00396,0.97037,0.9682,0.99139,0.86708,0.53581,0.2057,0.00603,3.19392e-05,3.19392e-05,3.19392e-05
186,3264.91,0.43986,0.18064,0.00428,0.9669,0.97268,0.98726,0.86561,0.54572,0.22477,0.00615,2.95961e-05,2.95961e-05,2.95961e-05
187,3280.02,0.43129,0.17943,0.00426,0.95836,0.97348,0.98683,0.86427,0.54987,0.23317,0.0062,2.74015e-05,2.74015e-05,2.74015e-05
188,3294.3,0.42852,0.17878,0.00425,0.95708,0.97319,0.9866,0.8616,0.5502,0.23088,0.00621,2.53559e-05,2.53559e-05,2.53559e-05
189,3309.06,0.42015,0.17124,0.00416,0.95911,0.97418,0.9874,0.86448,0.54973,0.22663,0.00619,2.34598e-05,2.34598e-05,2.34598e-05
190,3323.53,0.43263,0.17297,0.0043,0.96374,0.96461,0.98738,0.86524,0.54772,0.22869,0.00616,2.17136e-05,2.17136e-05,2.17136e-05
191,3338.41,0.42989,0.17566,0.00425,0.96724,0.96267,0.98764,0.86542,0.54385,0.22816,0.00613,2.01178e-05,2.01178e-05,2.01178e-05
192,3354.38,0.43918,0.17421,0.00442,0.9676,0.96528,0.98818,0.86384,0.54478,0.22492,0.00614,1.86729e-05,1.86729e-05,1.86729e-05
193,3368.95,0.43148,0.16819,0.00423,0.96531,0.96848,0.98733,0.86475,0.5423,0.22891,0.00611,1.7379e-05,1.7379e-05,1.7379e-05
194,3383.02,0.41757,0.18228,0.00419,0.9667,0.96821,0.98779,0.86756,0.54135,0.22285,0.00608,1.62367e-05,1.62367e-05,1.62367e-05
195,3397.44,0.42436,0.17949,0.00428,0.97039,0.96013,0.98831,0.86704,0.54314,0.22082,0.00612,1.5246e-05,1.5246e-05,1.5246e-05
196,3411.86,0.41566,0.17096,0.00422,0.9668,0.9557,0.98647,0.86563,0.54243,0.22548,0.00611,1.44074e-05,1.44074e-05,1.44074e-05
197,3426.26,0.42109,0.16461,0.00412,0.9459,0.98285,0.98722,0.86455,0.54305,0.22202,0.00611,1.3721e-05,1.3721e-05,1.3721e-05
198,3440.98,0.42296,0.16698,0.00418,0.9646,0.96331,0.98729,0.86502,0.5415,0.22169,0.0061,1.31869e-05,1.31869e-05,1.31869e-05
199,3457.15,0.41099,0.1693,0.00408,0.96308,0.96331,0.98729,0.86701,0.53927,0.22651,0.00608,1.28053e-05,1.28053e-05,1.28053e-05
200,3471.47,0.41904,0.16684,0.00421,0.96273,0.96164,0.98758,0.86437,0.53987,0.22358,0.00608,1.25763e-05,1.25763e-05,1.25763e-05
